"omim_id","disease_id"
"OMIM:615033","DOID:0110806"
"OMIM:607259","DOID:0110816"
"OMIM:618418","DOID:0112341"
"OMIM:182900","DOID:0110916"
"OMIM:270970","DOID:0110918"
"OMIM:612653","DOID:0110919"
"OMIM:203300","DOID:0060539"
"OMIM:608233","DOID:0060540"
"OMIM:614072","DOID:0060541"
"OMIM:614073","DOID:0060542"
"OMIM:614074","DOID:0060543"
"OMIM:614075","DOID:0060544"
"OMIM:614076","DOID:0060545"
"OMIM:614077","DOID:0060546"
"OMIM:614171","DOID:0060547"
"OMIM:221200","DOID:0111628"
"OMIM:600156","DOID:10487"
"OMIM:606874","DOID:10487"
"OMIM:606875","DOID:10487"
"OMIM:608462","DOID:10487"
"OMIM:611644","DOID:10487"
"OMIM:605911","DOID:0081168"
"OMIM:614226","DOID:0110877"
"OMIM:157170","DOID:0110872"
"OMIM:142945","DOID:0110875"
"OMIM:609637","DOID:0110878"
"OMIM:142900","DOID:0060468"
"OMIM:236200","DOID:9263"
"OMIM:236250","DOID:9263"
"OMIM:159580","DOID:321"
"OMIM:143100","DOID:12858"
"OMIM:606438","DOID:0090104"
"OMIM:123155","DOID:10908"
"OMIM:236600","DOID:10908"
"OMIM:236635","DOID:10908"
"OMIM:307000","DOID:10908"
"OMIM:615219","DOID:10908"
"OMIM:207800","DOID:9278"
"OMIM:149400","DOID:0060696"
"OMIM:614619","DOID:0060697"
"OMIM:614618","DOID:0060698"
"OMIM:603174","DOID:9279"
"OMIM:147060","DOID:3261"
"OMIM:260920","DOID:0081450"
"OMIM:170500","DOID:14451"
"OMIM:145000","DOID:13543"
"OMIM:145001","DOID:13543"
"OMIM:610071","DOID:13543"
"OMIM:211900","DOID:0111063"
"OMIM:239850","DOID:0060569"
"OMIM:192600","DOID:0110307"
"OMIM:608758","DOID:0110316"
"OMIM:612098","DOID:0110317"
"OMIM:612124","DOID:0110318"
"OMIM:613243","DOID:0110319"
"OMIM:613251","DOID:0110320"
"OMIM:613838","DOID:0110322"
"OMIM:115195","DOID:0110308"
"OMIM:613876","DOID:0110326"
"OMIM:115196","DOID:0110309"
"OMIM:115197","DOID:0110310"
"OMIM:600858","DOID:0110312"
"OMIM:613690","DOID:0110313"
"OMIM:608751","DOID:0110314"
"OMIM:179010","DOID:12638"
"OMIM:300711","DOID:12638"
"OMIM:610260","DOID:12638"
"OMIM:612017","DOID:12638"
"OMIM:612525","DOID:12638"
"OMIM:146000","DOID:0080041"
"OMIM:614840","DOID:0090071"
"OMIM:614841","DOID:0090072"
"OMIM:614842","DOID:0090073"
"OMIM:146110","DOID:0090078"
"OMIM:614837","DOID:0090074"
"OMIM:170400","DOID:14452"
"OMIM:613345","DOID:14452"
"OMIM:608804","DOID:0060787"
"OMIM:612438","DOID:0060798"
"OMIM:607694","DOID:0060794"
"OMIM:146255","DOID:0060878"
"OMIM:241550","DOID:9955"
"OMIM:614435","DOID:9955"
"OMIM:606407","DOID:0060858"
"OMIM:615896","DOID:0110710"
"OMIM:146550","DOID:0110701"
"OMIM:607903","DOID:0110703"
"OMIM:146700","DOID:1702"
"OMIM:259750","DOID:12559"
"OMIM:161950","DOID:2986"
"OMIM:300888","DOID:0111140"
"OMIM:304790","DOID:0090110"
"OMIM:615513","DOID:0111936"
"OMIM:618204","DOID:0111960"
"OMIM:618986","DOID:0112061"
"OMIM:242860","DOID:0090008"
"OMIM:605258","DOID:0060758"
"OMIM:147421","DOID:3429"
"OMIM:241500","DOID:0110914"
"OMIM:228550","DOID:0080109"
"OMIM:615293","DOID:0080109"
"OMIM:266600","DOID:0110892"
"OMIM:611081","DOID:0110885"
"OMIM:612241","DOID:0110887"
"OMIM:612244","DOID:0110893"
"OMIM:612259","DOID:0110896"
"OMIM:106190","DOID:0060603"
"OMIM:119540","DOID:0110213"
"OMIM:123570","DOID:0111717"
"OMIM:262400","DOID:0060873"
"OMIM:173100","DOID:0060872"
"OMIM:613517","DOID:0060835"
"OMIM:616209","DOID:0081357"
"OMIM:220400","DOID:2842"
"OMIM:612347","DOID:2842"
"OMIM:243800","DOID:14694"
"OMIM:614615","DOID:0110986"
"OMIM:616784","DOID:0110995"
"OMIM:608629","DOID:0110998"
"OMIM:617767","DOID:0080279"
"OMIM:610188","DOID:0111000"
"OMIM:610688","DOID:0111001"
"OMIM:611560","DOID:0111002"
"OMIM:226700","DOID:0060737"
"OMIM:226650","DOID:0060738"
"OMIM:226730","DOID:0060733"
"OMIM:137750","DOID:1068"
"OMIM:607785","DOID:0050458"
"OMIM:254770","DOID:4890"
"OMIM:174900","DOID:0050787"
"OMIM:253400","DOID:12376"
"OMIM:147920","DOID:0060473"
"OMIM:300867","DOID:0060473"
"OMIM:614817","DOID:0060911"
"OMIM:244450","DOID:0111456"
"OMIM:148050","DOID:14780"
"OMIM:530000","DOID:12934"
"OMIM:313200","DOID:0060161"
"OMIM:148300","DOID:10126"
"OMIM:608586","DOID:10126"
"OMIM:608932","DOID:10126"
"OMIM:609271","DOID:10126"
"OMIM:614622","DOID:10126"
"OMIM:614623","DOID:10126"
"OMIM:614628","DOID:10126"
"OMIM:614629","DOID:10126"
"OMIM:124200","DOID:2734"
"OMIM:173650","DOID:0060472"
"OMIM:619297","DOID:0112383"
"OMIM:610253","DOID:0060352"
"OMIM:226750","DOID:0111668"
"OMIM:610443","DOID:0050880"
"OMIM:245200","DOID:10587"
"OMIM:606693","DOID:0060556"
"OMIM:236792","DOID:0050574"
"OMIM:149730","DOID:0050331"
"OMIM:254780","DOID:3534"
"OMIM:246400","DOID:2571"
"OMIM:604856","DOID:2571"
"OMIM:262500","DOID:9521"
"OMIM:605670","DOID:0060869"
"OMIM:204000","DOID:0110078"
"OMIM:611755","DOID:0110291"
"OMIM:610612","DOID:0110080"
"OMIM:613341","DOID:0110188"
"OMIM:618513","DOID:0081169"
"OMIM:204100","DOID:0110016"
"OMIM:604232","DOID:0110331"
"OMIM:604393","DOID:0110332"
"OMIM:604537","DOID:0110215"
"OMIM:613826","DOID:0110329"
"OMIM:613829","DOID:0110333"
"OMIM:613835","DOID:0110079"
"OMIM:608553","DOID:0110005"
"OMIM:535000","DOID:705"
"OMIM:604169","DOID:0060480"
"OMIM:256000","DOID:3652"
"OMIM:606369","DOID:0050561"
"OMIM:127300","DOID:0060847"
"OMIM:300322","DOID:1919"
"OMIM:261740","DOID:0090101"
"OMIM:116920","DOID:0110910"
"OMIM:612840","DOID:0110912"
"OMIM:127750","DOID:12217"
"OMIM:177200","DOID:0050477"
"OMIM:609016","DOID:0061186"
"OMIM:192500","DOID:0110644"
"OMIM:603830","DOID:0110646"
"OMIM:211980","DOID:1324"
"OMIM:608935","DOID:1324"
"OMIM:612571","DOID:1324"
"OMIM:612593","DOID:1324"
"OMIM:614210","DOID:1324"
"OMIM:222700","DOID:0060439"
"OMIM:109150","DOID:1440"
"OMIM:605309","DOID:0060867"
"OMIM:619290","DOID:0112306"
"OMIM:608520","DOID:1470"
"OMIM:608691","DOID:1470"
"OMIM:248300","DOID:0060862"
"OMIM:616367","DOID:0060365"
"OMIM:246900","DOID:9269"
"OMIM:248600","DOID:9269"
"OMIM:615135","DOID:9269"
"OMIM:154700","DOID:14323"
"OMIM:147430","DOID:0081075"
"OMIM:303350","DOID:0060246"
"OMIM:154800","DOID:350"
"OMIM:248900","DOID:0060245"
"OMIM:125850","DOID:0111099"
"OMIM:125851","DOID:0111100"
"OMIM:600496","DOID:0111102"
"OMIM:606392","DOID:0111103"
"OMIM:174800","DOID:1858"
"OMIM:201450","DOID:0080153"
"OMIM:155255","DOID:0050902"
"OMIM:602541","DOID:0110632"
"OMIM:618273","DOID:0111403"
"OMIM:155310","DOID:0060610"
"OMIM:604004","DOID:0080316"
"OMIM:608516","DOID:1595"
"OMIM:540000","DOID:3687"
"OMIM:305800","DOID:2920"
"OMIM:309400","DOID:1838"
"OMIM:613282","DOID:0080208"
"OMIM:613387","DOID:0080208"
"OMIM:249900","DOID:10581"
"OMIM:250100","DOID:10581"
"OMIM:309541","DOID:0111814"
"OMIM:613646","DOID:0060741"
"OMIM:277400","DOID:0050715"
"OMIM:251000","DOID:0060740"
"OMIM:209920","DOID:5812"
"OMIM:210720","DOID:0060609"
"OMIM:206200","DOID:11252"
"OMIM:206920","DOID:0060861"
"OMIM:251850","DOID:0060775"
"OMIM:247200","DOID:0060469"
"OMIM:124000","DOID:0080111"
"OMIM:609560","DOID:0080120"
"OMIM:251880","DOID:0080121"
"OMIM:612073","DOID:0080124"
"OMIM:271245","DOID:0080126"
"OMIM:251900","DOID:699"
"OMIM:157700","DOID:988"
"OMIM:607829","DOID:988"
"OMIM:610840","DOID:988"
"OMIM:252150","DOID:0111164"
"OMIM:252160","DOID:0111163"
"OMIM:257300","DOID:0080141"
"OMIM:235730","DOID:0060485"
"OMIM:252500","DOID:0080070"
"OMIM:252650","DOID:0080490"
"OMIM:309900","DOID:12799"
"OMIM:252940","DOID:12801"
"OMIM:601492","DOID:0050809"
"OMIM:253220","DOID:12803"
"OMIM:253200","DOID:12800"
"OMIM:272200","DOID:0050441"
"OMIM:602849","DOID:0060703"
"OMIM:158320","DOID:0050465"
"OMIM:253250","DOID:0050436"
"OMIM:166300","DOID:0111534"
"OMIM:131100","DOID:10017"
"OMIM:162300","DOID:10016"
"OMIM:607078","DOID:0070299"
"OMIM:254500","DOID:9538"
"OMIM:612594","DOID:2377"
"OMIM:612595","DOID:2377"
"OMIM:612596","DOID:2377"
"OMIM:158800","DOID:9884"
"OMIM:159050","DOID:9884"
"OMIM:309930","DOID:9884"
"OMIM:309950","DOID:9884"
"OMIM:310000","DOID:9884"
"OMIM:310095","DOID:9884"
"OMIM:600416","DOID:9884"
"OMIM:613155","DOID:0050588"
"OMIM:606612","DOID:0110635"
"OMIM:608840","DOID:0110637"
"OMIM:614286","DOID:0050908"
"OMIM:254450","DOID:4971"
"OMIM:155100","DOID:0060651"
"OMIM:159900","DOID:0090034"
"OMIM:601419","DOID:0080092"
"OMIM:609200","DOID:0080094"
"OMIM:609524","DOID:0080096"
"OMIM:612954","DOID:0080097"
"OMIM:160700","DOID:11830"
"OMIM:255500","DOID:11830"
"OMIM:300613","DOID:11830"
"OMIM:310460","DOID:11830"
"OMIM:603221","DOID:11830"
"OMIM:608367","DOID:11830"
"OMIM:608474","DOID:11830"
"OMIM:608908","DOID:11830"
"OMIM:609256","DOID:11830"
"OMIM:609257","DOID:11830"
"OMIM:609258","DOID:11830"
"OMIM:609259","DOID:11830"
"OMIM:609994","DOID:11830"
"OMIM:609995","DOID:11830"
"OMIM:610320","DOID:11830"
"OMIM:612554","DOID:11830"
"OMIM:612717","DOID:11830"
"OMIM:613959","DOID:11830"
"OMIM:613969","DOID:11830"
"OMIM:614166","DOID:11830"
"OMIM:614167","DOID:11830"
"OMIM:615420","DOID:11830"
"OMIM:615431","DOID:11830"
"OMIM:615946","DOID:11830"
"OMIM:160750","DOID:633"
"OMIM:614160","DOID:0111072"
"OMIM:160900","DOID:11722"
"OMIM:161200","DOID:9467"
"OMIM:302350","DOID:0060599"
"OMIM:600165","DOID:0080634"
"OMIM:609549","DOID:0080634"
"OMIM:611897","DOID:0080634"
"OMIM:615972","DOID:0080634"
"OMIM:161400","DOID:8986"
"OMIM:605841","DOID:8986"
"OMIM:609039","DOID:8986"
"OMIM:612417","DOID:8986"
"OMIM:612851","DOID:8986"
"OMIM:614223","DOID:8986"
"OMIM:614250","DOID:8986"
"OMIM:221770","DOID:0090112"
"OMIM:609284","DOID:0110926"
"OMIM:616165","DOID:0110931"
"OMIM:617336","DOID:0110933"
"OMIM:256030","DOID:0110928"
"OMIM:161800","DOID:0110927"
"OMIM:605355","DOID:0110936"
"OMIM:609273","DOID:0110935"
"OMIM:615348","DOID:0110930"
"OMIM:610199","DOID:0060638"
"OMIM:194070","DOID:2154"
"OMIM:256100","DOID:0111112"
"OMIM:602088","DOID:0111113"
"OMIM:604387","DOID:0111114"
"OMIM:606966","DOID:0111115"
"OMIM:611498","DOID:0111116"
"OMIM:256500","DOID:0050474"
"OMIM:301410","DOID:0080074"
"OMIM:601634","DOID:0080074"
"OMIM:256600","DOID:0110735"
"OMIM:606159","DOID:0110737"
"OMIM:300894","DOID:0110739"
"OMIM:615643","DOID:0110740"
"OMIM:617755","DOID:0070514"
"OMIM:617493","DOID:0112276"
"OMIM:617523","DOID:0080312"
"OMIM:620242","DOID:0081444"
"OMIM:162200","DOID:0111253"
"OMIM:208100","DOID:0090124"
"OMIM:125700","DOID:12388"
"OMIM:256730","DOID:0110721"
"OMIM:610127","DOID:0110725"
"OMIM:204500","DOID:0110726"
"OMIM:204200","DOID:0110731"
"OMIM:256731","DOID:0110728"
"OMIM:601780","DOID:0110729"
"OMIM:610951","DOID:0110722"
"OMIM:600143","DOID:0110723"
"OMIM:267450","DOID:12716"
"OMIM:257220","DOID:0070113"
"OMIM:251260","DOID:7400"
"OMIM:605027","DOID:0060060"
"OMIM:144700","DOID:0050387"
"OMIM:301107","DOID:0060929"
"OMIM:300716","DOID:0050776"
"OMIM:300558","DOID:0112051"
"OMIM:300271","DOID:0112059"
"OMIM:309549","DOID:0112034"
"OMIM:300912","DOID:0112044"
"OMIM:163950","DOID:0060578"
"OMIM:616564","DOID:0060588"
"OMIM:609942","DOID:0060581"
"OMIM:610733","DOID:0060582"
"OMIM:611553","DOID:0060583"
"OMIM:615355","DOID:0060586"
"OMIM:236690","DOID:1572"
"OMIM:310600","DOID:0060844"
"OMIM:245900","DOID:1391"
"OMIM:611126","DOID:0112072"
"OMIM:601665","DOID:9970"
"OMIM:107650","DOID:0050848"
"OMIM:300500","DOID:0050633"
"OMIM:612109","DOID:0060482"
"OMIM:164200","DOID:0060291"
"OMIM:257850","DOID:0060291"
"OMIM:164300","DOID:11719"
"OMIM:613411","DOID:0110713"
"OMIM:603554","DOID:0060010"
"OMIM:164750","DOID:0060327"
"OMIM:137750","DOID:1067"
"OMIM:177700","DOID:1067"
"OMIM:602429","DOID:1067"
"OMIM:603383","DOID:1067"
"OMIM:606689","DOID:1067"
"OMIM:608695","DOID:1067"
"OMIM:608696","DOID:1067"
"OMIM:609745","DOID:1067"
"OMIM:609887","DOID:1067"
"OMIM:610535","DOID:1067"
"OMIM:611274","DOID:1067"
"OMIM:611276","DOID:1067"
"OMIM:613100","DOID:1067"
"OMIM:300000","DOID:0080697"
"OMIM:311250","DOID:9271"
"OMIM:311200","DOID:0060316"
"OMIM:602475","DOID:0060887"
"OMIM:166200","DOID:0110334"
"OMIM:613848","DOID:0110346"
"OMIM:166210","DOID:0110341"
"OMIM:259420","DOID:0110339"
"OMIM:166220","DOID:0110340"
"OMIM:610967","DOID:0110344"
"OMIM:613982","DOID:0110350"
"OMIM:610682","DOID:0110337"
"OMIM:610915","DOID:0110336"
"OMIM:259440","DOID:0110349"
"OMIM:300373","DOID:0060886"
"OMIM:166710","DOID:11476"
"OMIM:259770","DOID:0060849"
"OMIM:259500","DOID:3347"
"OMIM:215150","DOID:0080026"
"OMIM:167000","DOID:2394"
"OMIM:607893","DOID:2394"
"OMIM:608115","DOID:5425"
"OMIM:146510","DOID:9248"
"OMIM:148500","DOID:0111506"
"OMIM:260350","DOID:4905"
"OMIM:167800","DOID:4989"
"OMIM:188550","DOID:3969"
"OMIM:168500","DOID:0060285"
"OMIM:609566","DOID:0060285"
"OMIM:609597","DOID:0060285"
"OMIM:168601","DOID:0060367"
"OMIM:612953","DOID:0060900"
"OMIM:614203","DOID:0060897"
"OMIM:600116","DOID:0060368"
"OMIM:605543","DOID:0060895"
"OMIM:605909","DOID:0060369"
"OMIM:606324","DOID:0060370"
"OMIM:607060","DOID:0060371"
"OMIM:118800","DOID:0090049"
"OMIM:613105","DOID:9822"
"OMIM:607411","DOID:13832"
"OMIM:169150","DOID:0060866"
"OMIM:608970","DOID:0060864"
"OMIM:609136","DOID:0090111"
"OMIM:169400","DOID:9631"
"OMIM:312080","DOID:3210"
"OMIM:169610","DOID:0060851"
"OMIM:274600","DOID:0060744"
"OMIM:300049","DOID:0050454"
"OMIM:608097","DOID:0050454"
"OMIM:608098","DOID:0050454"
"OMIM:612881","DOID:0050454"
"OMIM:615544","DOID:0050454"
"OMIM:267000","DOID:0060476"
"OMIM:606176","DOID:0060639"
"OMIM:264470","DOID:0050797"
"OMIM:233400","DOID:0050857"
"OMIM:614129","DOID:0050857"
"OMIM:615300","DOID:0050857"
"OMIM:168605","DOID:0060486"
"OMIM:265380","DOID:13042"
"OMIM:221900","DOID:0060282"
"OMIM:611308","DOID:0060282"
"OMIM:261550","DOID:0050791"
"OMIM:604229","DOID:0060673"
"OMIM:261540","DOID:0080201"
"OMIM:175200","DOID:3852"
"OMIM:101600","DOID:14705"
"OMIM:612674","DOID:0080181"
"OMIM:606232","DOID:0080354"
"OMIM:261600","DOID:9281"
"OMIM:171300","DOID:0050771"
"OMIM:172700","DOID:11870"
"OMIM:172800","DOID:3263"
"OMIM:602342","DOID:0081362"
"OMIM:609049","DOID:0060852"
"OMIM:600510","DOID:0060680"
"OMIM:610954","DOID:0060488"
"OMIM:173200","DOID:9212"
"OMIM:185050","DOID:2223"
"OMIM:608404","DOID:0111046"
"OMIM:187800","DOID:0060691"
"OMIM:609821","DOID:0060692"
"OMIM:173900","DOID:0110858"
"OMIM:613095","DOID:0110859"
"OMIM:263200","DOID:0080212"
"OMIM:184700","DOID:11612"
"OMIM:263300","DOID:8997"
"OMIM:174200","DOID:1148"
"OMIM:174700","DOID:1148"
"OMIM:603596","DOID:1148"
"OMIM:615803","DOID:0060279"
"OMIM:619301","DOID:0112325"
"OMIM:119500","DOID:0060055"
"OMIM:263650","DOID:0060055"
"OMIM:610883","DOID:0060853"
"OMIM:176270","DOID:11983"
"OMIM:189800","DOID:10591"
"OMIM:609402","DOID:10591"
"OMIM:609403","DOID:10591"
"OMIM:609404","DOID:10591"
"OMIM:614592","DOID:10591"
"OMIM:604317","DOID:0070293"
"OMIM:244400","DOID:0110594"
"OMIM:612518","DOID:0110612"
"OMIM:613807","DOID:0110598"
"OMIM:614935","DOID:0110608"
"OMIM:606763","DOID:0110626"
"OMIM:615294","DOID:0110596"
"OMIM:615444","DOID:0110597"
"OMIM:615451","DOID:0110609"
"OMIM:615482","DOID:0110615"
"OMIM:608644","DOID:0110599"
"OMIM:616037","DOID:0110624"
"OMIM:616726","DOID:0110619"
"OMIM:617092","DOID:0110620"
"OMIM:611884","DOID:0110605"
"OMIM:612016","DOID:0070241"
"OMIM:605635","DOID:446"
"OMIM:613677","DOID:446"
"OMIM:259900","DOID:0111670"
"OMIM:260000","DOID:0111671"
"OMIM:600166","DOID:11202"
"OMIM:242850","DOID:612"
"OMIM:137760","DOID:1070"
"OMIM:616947","DOID:0080869"
"OMIM:617442","DOID:0080870"
"OMIM:618723","DOID:0080873"
"OMIM:619245","DOID:0112278"
"OMIM:178600","DOID:14557"
"OMIM:265400","DOID:14557"
"OMIM:615342","DOID:14557"
"OMIM:615343","DOID:14557"
"OMIM:615344","DOID:14557"
"OMIM:613806","DOID:0060643"
"OMIM:176670","DOID:3911"
"OMIM:113900","DOID:0111074"
"OMIM:310370","DOID:891"
"OMIM:612437","DOID:0111448"
"OMIM:208230","DOID:0090004"
"OMIM:225790","DOID:0111666"
"OMIM:606054","DOID:14701"
"OMIM:176807","DOID:10283"
"OMIM:300147","DOID:10283"
"OMIM:300704","DOID:10283"
"OMIM:601518","DOID:10283"
"OMIM:602759","DOID:10283"
"OMIM:608656","DOID:10283"
"OMIM:608658","DOID:10283"
"OMIM:609299","DOID:10283"
"OMIM:609558","DOID:10283"
"OMIM:610321","DOID:10283"
"OMIM:610997","DOID:10283"
"OMIM:611100","DOID:10283"
"OMIM:611868","DOID:10283"
"OMIM:611928","DOID:10283"
"OMIM:611955","DOID:10283"
"OMIM:611958","DOID:10283"
"OMIM:611959","DOID:10283"
"OMIM:176920","DOID:13482"
"OMIM:177170","DOID:0080047"
"OMIM:103580","DOID:0080053"
"OMIM:612463","DOID:4183"
"OMIM:177850","DOID:2738"
"OMIM:264800","DOID:2738"
"OMIM:602723","DOID:0080475"
"OMIM:265120","DOID:12120"
"OMIM:300770","DOID:12120"
"OMIM:610913","DOID:12120"
"OMIM:610921","DOID:12120"
"OMIM:614370","DOID:12120"
"OMIM:130700","DOID:9675"
"OMIM:613179","DOID:5813"
"OMIM:226600","DOID:0060642"
"OMIM:266500","DOID:10582"
"OMIM:300854","DOID:4450"
"OMIM:120330","DOID:0090006"
"OMIM:248250","DOID:0060880"
"OMIM:267200","DOID:14219"
"OMIM:309500","DOID:0060179"
"OMIM:115210","DOID:397"
"OMIM:268000","DOID:10584"
"OMIM:180100","DOID:0110390"
"OMIM:600138","DOID:0110408"
"OMIM:600105","DOID:0110358"
"OMIM:600059","DOID:0110403"
"OMIM:600132","DOID:0110381"
"OMIM:601414","DOID:0110356"
"OMIM:601718","DOID:0110354"
"OMIM:312600","DOID:0110415"
"OMIM:613794","DOID:0110353"
"OMIM:608380","DOID:0110368"
"OMIM:606068","DOID:0110365"
"OMIM:300029","DOID:0110414"
"OMIM:607921","DOID:0110406"
"OMIM:613731","DOID:0110372"
"OMIM:613801","DOID:0110375"
"OMIM:612095","DOID:0110376"
"OMIM:613756","DOID:0110377"
"OMIM:613428","DOID:0110364"
"OMIM:613581","DOID:0110371"
"OMIM:613861","DOID:0110352"
"OMIM:608133","DOID:0110383"
"OMIM:617304","DOID:0080350"
"OMIM:615434","DOID:0110419"
"OMIM:180200","DOID:768"
"OMIM:312750","DOID:1206"
"OMIM:613454","DOID:1206"
"OMIM:180300","DOID:7148"
"OMIM:215100","DOID:0110851"
"OMIM:222765","DOID:0110852"
"OMIM:600121","DOID:0110853"
"OMIM:611943","DOID:0090113"
"OMIM:208530","DOID:0060856"
"OMIM:602771","DOID:0110633"
"OMIM:223900","DOID:11589"
"OMIM:606072","DOID:0060255"
"OMIM:268400","DOID:2732"
"OMIM:180849","DOID:1933"
"OMIM:610543","DOID:1933"
"OMIM:613684","DOID:1933"
"OMIM:101400","DOID:14768"
"OMIM:180750","DOID:14768"
"OMIM:268800","DOID:3323"
"OMIM:268900","DOID:0112307"
"OMIM:181270","DOID:0111550"
"OMIM:300695","DOID:0060253"
"OMIM:181440","DOID:13300"
"OMIM:242900","DOID:0060490"
"OMIM:181500","DOID:5419"
"OMIM:604906","DOID:0070085"
"OMIM:156500","DOID:0080021"
"OMIM:269250","DOID:0050775"
"OMIM:121800","DOID:0060456"
"OMIM:255800","DOID:0090005"
"OMIM:106700","DOID:4297"
"OMIM:181700","DOID:0060252"
"OMIM:269500","DOID:0060756"
"OMIM:614305","DOID:0060757"
"OMIM:266900","DOID:0050576"
"OMIM:606995","DOID:0050576"
"OMIM:606996","DOID:0050576"
"OMIM:609254","DOID:0050576"
"OMIM:610189","DOID:0050576"
"OMIM:613615","DOID:0050576"
"OMIM:182230","DOID:0060857"
"OMIM:608971","DOID:0090014"
"OMIM:601457","DOID:0090013"
"OMIM:602450","DOID:0090012"
"OMIM:201470","DOID:0080154"
"OMIM:609620","DOID:0050793"
"OMIM:609621","DOID:0050793"
"OMIM:609622","DOID:0050793"
"OMIM:614091","DOID:0110090"
"OMIM:266920","DOID:0110097"
"OMIM:269880","DOID:0111454"
"OMIM:260400","DOID:0060479"
"OMIM:269921","DOID:3659"
"OMIM:604369","DOID:3659"
"OMIM:163800","DOID:13884"
"OMIM:608567","DOID:13884"
"OMIM:224410","DOID:0090032"
"OMIM:180860","DOID:14681"
"OMIM:312870","DOID:0060248"
"OMIM:270150","DOID:12894"
"OMIM:608035","DOID:8923"
"OMIM:612263","DOID:8923"
"OMIM:270400","DOID:14692"
"OMIM:182290","DOID:0060768"
"OMIM:615222","DOID:0081271"
"OMIM:136900","DOID:0090114"
"OMIM:239100","DOID:0080036"
"OMIM:614753","DOID:0112102"
"OMIM:616657","DOID:0070537"
"OMIM:617592","DOID:0070170"
"OMIM:617593","DOID:0070166"
"OMIM:617959","DOID:0111929"
"OMIM:618112","DOID:0111922"
"OMIM:618643","DOID:0111926"
"OMIM:618664","DOID:0111918"
"OMIM:619095","DOID:0112164"
"OMIM:619102","DOID:0112175"
"OMIM:164400","DOID:0050954"
"OMIM:603516","DOID:0050960"
"OMIM:605361","DOID:0050964"
"OMIM:607136","DOID:0050967"
"OMIM:183090","DOID:0050955"
"OMIM:193003","DOID:0050976"
"OMIM:610246","DOID:0050977"
"OMIM:600224","DOID:0050882"
"OMIM:183086","DOID:0050956"
"OMIM:164500","DOID:0050958"
"OMIM:607250","DOID:0090115"
"OMIM:183600","DOID:0090021"
"OMIM:272460","DOID:0090116"
"OMIM:612847","DOID:0050812"
"OMIM:183900","DOID:14789"
"OMIM:248200","DOID:0050817"
"OMIM:600110","DOID:0050817"
"OMIM:603786","DOID:0050817"
"OMIM:228100","DOID:9452"
"OMIM:184850","DOID:13366"
"OMIM:615934","DOID:0111457"
"OMIM:613659","DOID:10534"
"OMIM:185070","DOID:0060354"
"OMIM:600348","DOID:0111169"
"OMIM:272120","DOID:9007"
"OMIM:185500","DOID:1929"
"OMIM:300166","DOID:0111809"
"OMIM:300986","DOID:0070538"
"OMIM:304340","DOID:0060800"
"OMIM:300534","DOID:0060809"
"OMIM:300260","DOID:0060799"
"OMIM:300799","DOID:0060824"
"OMIM:300263","DOID:0060812"
"OMIM:186000","DOID:0060242"
"OMIM:608180","DOID:0060242"
"OMIM:610234","DOID:0060242"
"OMIM:152700","DOID:9074"
"OMIM:300809","DOID:9074"
"OMIM:605480","DOID:9074"
"OMIM:608437","DOID:9074"
"OMIM:609903","DOID:9074"
"OMIM:609939","DOID:9074"
"OMIM:610065","DOID:9074"
"OMIM:610066","DOID:9074"
"OMIM:612254","DOID:9074"
"OMIM:612378","DOID:9074"
"OMIM:613145","DOID:9074"
"OMIM:614420","DOID:9074"
"OMIM:212140","DOID:14365"
"OMIM:181750","DOID:418"
"OMIM:205400","DOID:1388"
"OMIM:615879","DOID:0112339"
"OMIM:272800","DOID:3320"
"OMIM:601705","DOID:0060769"
"OMIM:145420","DOID:0080698"
"OMIM:187500","DOID:6419"
"OMIM:187600","DOID:13481"
"OMIM:187601","DOID:13481"
"OMIM:273680","DOID:13481"
"OMIM:249270","DOID:0090117"
"OMIM:188000","DOID:1588"
"OMIM:273900","DOID:1588"
"OMIM:300367","DOID:1588"
"OMIM:313900","DOID:1588"
"OMIM:612004","DOID:1588"
"OMIM:188570","DOID:11633"
"OMIM:274300","DOID:11633"
"OMIM:600334","DOID:0111078"
"OMIM:103500","DOID:0090002"
"OMIM:601005","DOID:0060173"
"OMIM:142680","DOID:0090018"
"OMIM:106600","DOID:0050591"
"OMIM:150400","DOID:0050591"
"OMIM:313500","DOID:0050591"
"OMIM:602639","DOID:0050591"
"OMIM:604625","DOID:0050591"
"OMIM:610926","DOID:0050591"
"OMIM:128100","DOID:0060730"
"OMIM:602629","DOID:0090039"
"OMIM:107480","DOID:0050887"
"OMIM:105210","DOID:0050638"
"OMIM:190350","DOID:14743"
"OMIM:613229","DOID:0050587"
"OMIM:605067","DOID:0080169"
"OMIM:190400","DOID:12098"
"OMIM:615512","DOID:0050884"
"OMIM:275900","DOID:0050886"
"OMIM:160565","DOID:0080089"
"OMIM:615883","DOID:0080686"
"OMIM:222100","DOID:9744"
"OMIM:125852","DOID:0110741"
"OMIM:600321","DOID:0110746"
"OMIM:125853","DOID:9352"
"OMIM:601283","DOID:9352"
"OMIM:601407","DOID:9352"
"OMIM:603694","DOID:9352"
"OMIM:608036","DOID:9352"
"OMIM:169500","DOID:0060785"
"OMIM:276700","DOID:0050726"
"OMIM:276710","DOID:0050727"
"OMIM:181450","DOID:0060614"
"OMIM:109800","DOID:11054"
